Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,Sales_Growth,Satisfaction_Growth,Engagement_Score,ROI_index
Treatment,Medium Value,182.6524329,285.8775009,68.0025461,58.50072667,,103.225068,-9.50181943,16.92061,56.51447745
Treatment,Medium Value,,270.3590654,81.95329742,78.45309213,No,270.3590654,-3.50020529,0,0
Treatment,High Value,181.201893,274.8689487,100,100,Yes,93.6670557,0,24.6,51.69209557
Control,Low Value,,232.5409695,46.52056456,40.47645273,No,232.5409695,-6.04411183,0,0
Control,Medium Value,,235.2629195,65.05233855,74.61686614,No,235.2629195,9.56452759,0,0
Treatment,Medium Value,199.7821507,306.8274161,,78.31987469,Yes,107.0452654,78.31987469,0.6,53.58099561
Treatment,Medium Value,228.1111875,,83.22336484,87.66472627,Yes,-228.1111875,4.44136143,20.57361,-100
Treatment,,,367.0532279,53.17842603,56.44631006,Yes,367.0532279,3.26788403,0,0
Treatment,High Value,291.1992413,461.2068904,86.36925153,100,No,170.0076491,13.63074847,21.32862,58.38189974
Control,Medium Value,169.5958025,,67.61203006,72.55250035,No,-169.5958025,4.94047029,16.82689,-100
Treatment,Low Value,228.2080599,,53.39753131,61.06323408,No,-228.2080599,7.66570277,13.41541,-100
Control,Medium Value,310.3848362,370.5331428,74.6138903,90.87922623,No,60.1483066,16.26533593,18.50733,19.37862279
Treatment,,208.4775862,313.1762717,89.6289266,98.48830031,No,104.6986855,8.85937371,22.11094,50.22059561
Control,High Value,222.0492861,258.5152851,,100,Yes,36.465999,100,0.6,16.42247973
,,189.1925094,285.3888491,59.95672446,66.41405538,Yes,96.1963397,6.45733092,14.98961,50.84574437
,Medium Value,152.5947149,230.8813795,67.50448877,76.45257035,No,78.2866646,8.94808158,16.80108,51.30365403
Treatment,Low Value,115.1463058,180.2564938,76,,No,65.110188,-76,18.84,56.54561607
Treatment,Low Value,,300.4238181,50.42258531,68.07368911,Yes,300.4238181,17.6511038,0,0
Control,High Value,210.7852963,236.7887607,100,,Yes,26.0034644,-100,24.6,12.33646979
Treatment,Low Value,225.2504113,356.5781073,65.59595995,74.13652328,No,131.327696,8.54056333,16.34303,58.30297723
,Low Value,211.1061961,260.1766275,49.90077248,49.80114381,No,49.0704314,-0.09962867,12.57619,23.24442973
Control,High Value,191.9813548,243.0512916,89.7963558,,No,51.0699368,-89.7963558,22.15113,26.6015087
Control,Medium Value,179.4257947,216.81747,78.81755484,74.96467936,Yes,37.3916753,-3.85287548,19.51621,20.83963198
Control,High Value,193.2635476,218.7337019,100,,,25.4701543,-100,24.6,13.17897483
Treatment,Low Value,277.1604537,421.4633995,,52.57470157,,144.3029458,52.57470157,0.6,52.06476749
Control,High Value,,,93.70963946,100,No,0,6.29036054,0,0
Control,,203.8462203,243.7668889,,70.94002936,Yes,39.9206686,70.94002936,0.6,19.58371783
Control,High Value,202.1032343,237.0756439,100,100,No,34.9724096,0,24.6,17.30423054
Treatment,Low Value,177.1537306,264.3715829,48.34540355,52.54263093,Yes,87.2178523,4.19722738,12.2029,49.23286233
Treatment,Low Value,202.8790848,307.4822276,,60.99249631,Yes,104.6031428,60.99249631,0.6,51.55935266
,High Value,343.7457232,539.2788027,82.11659648,91.11884174,Yes,195.5330795,9.00224526,20.30798,56.88305812
Treatment,Medium Value,224.4311302,352.5027823,61.00531325,72.32953639,Yes,128.0716521,11.32422314,15.24128,57.06501232
Control,High Value,255.7471875,312.2032969,84.30022061,78.6038764,No,56.4561094,-5.69634421,20.83205,22.07496784
Control,Medium Value,82.1425627,105.5610632,65.8178413,51.52419148,Yes,23.4185005,-14.29364982,16.39628,28.50958106
Treatment,Medium Value,221.5763032,337.2115651,84.95043546,,No,115.6352619,-84.95043546,20.9881,52.18755807
Control,High Value,144.935445,,83.39532345,100,No,-144.935445,16.60467655,20.61488,-100
Control,Medium Value,,208.4790907,,71.9906128,Yes,208.4790907,71.9906128,0,0
,Low Value,190.5136554,226.9151356,47.63291189,60.45674051,Yes,36.4014802,12.82382862,12.0319,19.10701893
Treatment,High Value,212.9256456,324.124294,99.90089217,87.57079889,Yes,111.1986484,-12.33009328,24.57621,52.22416872
Treatment,Medium Value,173.7506656,275.7242639,,79.82715713,Yes,101.9735983,79.82715713,0.6,58.68961592
Control,Low Value,157.4124094,184.6733181,,64.22803214,No,27.2609087,64.22803214,0.6,17.31814461
,High Value,,349.8268579,83.42793407,91.25898014,Yes,349.8268579,7.83104607,0,0
Treatment,Low Value,171.0233487,268.8985097,47.04630519,60.7944863,Yes,97.875161,13.74818111,11.89111,57.22912207
Treatment,Low Value,188.516525,300.9221813,46.25445839,36.38753525,Yes,112.4056563,-9.86692314,11.70107,59.62642071
Treatment,Low Value,181.8111583,286.4775769,60.24307372,63.00612911,,104.6664186,2.76305539,15.05834,57.56875407
Treatment,Medium Value,268.621045,432.4610335,65.27183512,63.4671472,Yes,163.8399885,-1.80468792,16.26524,60.99298307
Control,High Value,119.6473026,137.9681904,98.17907023,93.86734329,Yes,18.3208878,-4.31172694,24.16298,15.3124119
Treatment,,244.371461,386.5371931,78.35427969,74.31737885,,142.1657321,-4.03690084,19.40503,58.17607814
Control,Medium Value,213.4164474,257.3987365,,,Yes,43.9822891,0,0.6,20.60866894
Control,High Value,226.1865484,265.0474589,83.9395827,91.84621169,No,38.8609105,7.90662899,20.7455,17.18091141
Treatment,,153.5988624,245.1135972,47.28495376,49.37600295,Yes,91.5147348,2.09104919,11.94839,59.58034674
Control,,221.9575303,270.8016188,66.54339198,,No,48.8440885,-66.54339198,16.57041,22.00605153
Control,Medium Value,122.6671005,142.0651263,58.7657964,62.12201754,Yes,19.3980258,3.35622114,14.70379,15.81355206
,Low Value,196.0698647,224.989269,61.32182247,75.74992079,No,28.9194043,14.42809832,15.31724,14.7495406
Treatment,Medium Value,224.6783446,348.1253509,63.61665789,53.05185733,Yes,123.4470063,-10.56480056,15.868,54.94388278
Treatment,Low Value,154.0988576,234.0811074,57.93608404,57.13107654,,79.9822498,-0.8050075,14.50466,51.90320749
,Low Value,,330.2610732,54.40962081,50.47200517,Yes,330.2610732,-3.93761564,0,0
Treatment,High Value,215.4691344,334.5186199,84.14466183,75.02944226,Yes,119.0494855,-9.11521957,20.79472,55.25129427
Treatment,Low Value,196.7558432,318.3264669,49.56884137,53.19912287,No,121.5706237,3.6302815,12.49652,61.78755442
,,267.7932101,,,67.04766479,No,-267.7932101,67.04766479,0.6,-100
Treatment,,337.800908,530.4365744,98.03668584,92.41532394,Yes,192.6356664,-5.6213619,24.1288,57.02639094
Control,Medium Value,,177.2742437,58.08044208,,Yes,177.2742437,-58.08044208,0,0
Control,Low Value,163.0359583,189.1441658,,44.89575782,No,26.1082075,44.89575782,0.6,16.01377253
Treatment,Medium Value,,313.2200653,76.86848086,98.36551442,No,313.2200653,21.49703356,0,0
Treatment,,172.0882679,260.1272921,77.39794276,78.0503195,Yes,88.0390242,0.65237674,19.17551,51.15922502
Control,Low Value,223.529212,269.5429499,60.39411903,,No,46.0137379,-60.39411903,15.09459,20.58511167
Control,High Value,174.9244955,208.3701303,85.02781702,89.99915524,,33.4456348,4.97133822,21.00668,19.12004074
Treatment,Medium Value,,425.9659004,56.80318035,51.23442449,Yes,425.9659004,-5.56875586,0,0
Control,Low Value,210.5869925,245.9254129,57.58957848,72.06101189,,35.3384204,14.47143341,14.4215,16.78091319
Treatment,High Value,,461.8308435,88.18197972,96.51206796,No,461.8308435,8.33008824,0,0
Treatment,High Value,179.3587121,,100,,Yes,-179.3587121,-100,24.6,-100
Control,High Value,201.2379896,248.7031247,91.49155027,,Yes,47.4651351,-91.49155027,22.55797,23.58656792
Control,Medium Value,249.5456467,291.9089221,84.41822464,83.41623281,No,42.3632754,-1.00199183,20.86037,16.97616286
Treatment,Medium Value,244.1503041,365.2248045,67.32943498,,Yes,121.0745004,-67.32943498,16.75906,49.59014933
Treatment,Medium Value,189.1325651,288.7320954,82.9706721,,Yes,99.5995303,-82.9706721,20.51296,52.66122746
Control,,,248.417467,87.63859129,92.83260436,No,248.417467,5.19401307,0,0
Treatment,Medium Value,,289.3697269,76.36604654,,Yes,289.3697269,-76.36604654,0,0
,,,216.9752941,41.3399918,50.93205516,Yes,216.9752941,9.59206336,0,0
Treatment,Medium Value,155.5627505,,81.09228602,,No,-155.5627505,-81.09228602,20.06215,-100
Control,Medium Value,147.3655571,162.460875,68.1626871,68.64344471,Yes,15.0953179,0.48075761,16.95904,10.2434505
Control,High Value,,343.787454,95.6905509,95.81946726,Yes,343.787454,0.12891636,0,0
Control,Medium Value,188.9269516,226.8247018,65.98985897,76.70359578,Yes,37.8977502,10.71373681,16.43757,20.05947266
Treatment,Low Value,,364.3377768,,63.43243029,,364.3377768,63.43243029,0,0
Treatment,High Value,255.9317179,405.1275802,91.4671172,100,,149.1958623,8.5328828,22.55211,58.29518261
Control,Low Value,198.898963,234.108028,,49.70105863,No,35.209065,49.70105863,0.6,17.7019852
Treatment,,189.7675788,286.2449755,100,100,Yes,96.4773967,0,24.6,50.83976795
Control,,168.6344267,203.1428213,58.19141707,65.50020111,Yes,34.5083946,7.30878404,14.56594,20.46343399
Control,Medium Value,,230.1451757,66.77965865,,No,230.1451757,-66.77965865,0,0
Treatment,Low Value,254.0987489,385.8790855,53.70807848,58.90597249,No,131.7803366,5.19789401,13.48994,51.86185968
,High Value,275.9937642,429.2317442,78.53933041,94.08920303,No,153.23798,15.54987262,19.44944,55.52226169
Control,,,204.3696243,73.05094829,94.49777589,Yes,204.3696243,21.4468276,0,0
Treatment,,202.6372525,309.6467834,72.97329008,88.70791072,No,107.0095309,15.73462064,18.11359,52.80841976
Treatment,High Value,174.5830781,267.0410447,,75.75089082,,92.4579666,75.75089082,0.6,52.95929457
Control,High Value,143.9614998,175.7183614,95.43064191,100,No,31.7568616,4.56935809,23.50335,22.05927393
Control,High Value,228.3602634,276.4782022,76.52752925,94.78473997,No,48.1179388,18.25721072,18.96661,21.07106468
Treatment,High Value,325.0465591,497.3764803,94.13298499,93.97616314,Yes,172.3299212,-0.15682185,23.19192,53.01699599
Control,,331.3072094,386.8275196,80.30780926,78.70715842,Yes,55.5203102,-1.60065084,19.87387,16.75795414
Control,Medium Value,236.546223,289.1098929,65.31185266,67.50826872,No,52.5636699,2.19641606,16.27484,22.22131017
Treatment,High Value,196.4346405,311.5600187,,93.47438192,Yes,115.1253782,93.47438192,0.6,58.60747265
Control,Low Value,123.9214478,154.3348481,,,No,30.4134003,0,0.6,24.54248303
Control,,257.1011603,310.5335537,66.14483474,73.25230633,Yes,53.4323934,7.10747159,16.47476,20.7826341
Treatment,Low Value,207.2162175,331.2448575,47.41166329,57.33018425,No,124.02864,9.91852096,11.9788,59.85469742
Treatment,,210.1358744,305.5505965,89.44330433,,Yes,95.4147221,-89.44330433,22.06639,45.40620319
Control,Low Value,164.8087233,195.9060364,38.81079085,45.96084852,No,31.0973131,7.15005767,9.91459,18.86873005
Control,High Value,256.2885342,301.3624598,79.86501908,91.20934979,Yes,45.0739256,11.34433071,19.7676,17.58717991
Treatment,High Value,182.1880112,299.6785475,100,100,No,117.4905363,0,24.6,64.48862114
Treatment,,,,59.01010345,66.19928939,Yes,0,7.18918594,0,0
Treatment,Medium Value,,226.3415587,63.86019087,71.73491807,Yes,226.3415587,7.8747272,0,0
Treatment,High Value,,546.9493069,100,100,Yes,546.9493069,0,0,0
Control,Medium Value,183.2742395,,71.71686931,49.888654,Yes,-183.2742395,-21.82821531,17.81205,-100
Treatment,Low Value,211.969904,326.3509454,,51.78008873,Yes,114.3810414,51.78008873,0.6,53.96098184
Treatment,Medium Value,151.3831317,241.5608513,77.02321857,88.13525071,No,90.1777196,11.11203214,19.08557,59.56919941
Control,,199.7086169,247.3519896,,,,47.6433727,0,0.6,23.85644317
,,235.8995396,373.3350706,54.71857027,61.40801631,Yes,137.435531,6.68944604,13.73246,58.26019467
Control,,258.0167265,323.4284323,,63.80796931,Yes,65.4117058,63.80796931,0.6,25.35173075
Treatment,High Value,,422.8066509,,74.90991936,No,422.8066509,74.90991936,0,0
Treatment,Low Value,177.4190253,270.5854185,48.48018851,,No,93.1663932,-48.48018851,12.23525,52.51206461
Treatment,,179.4910023,277.0038073,,93.65977292,Yes,97.512805,93.65977292,0.6,54.32740569
Control,Low Value,135.5063024,165.7036531,54.25451683,38.25263384,No,30.1973507,-16.00188299,13.62108,22.28483116
Control,High Value,306.3411171,358.2454648,,83.32505251,No,51.9043477,83.32505251,0.6,16.94331737
Treatment,High Value,234.3186658,360.7713704,,69.76263946,,126.4527046,69.76263946,0.6,53.96612522
Control,Medium Value,223.2308344,270.4462296,76.73062027,69.16620156,No,47.2153952,-7.56441871,19.01535,21.15092896
Control,High Value,302.2197835,374.0001265,66.36019649,68.67559521,Yes,71.780343,2.31539872,16.52645,23.75104044
Control,,,288.2397773,68.42152826,,No,288.2397773,-68.42152826,0,0
Control,Low Value,178.1339154,213.5357281,,48.76955314,No,35.4018127,48.76955314,0.6,19.87370716
Control,High Value,263.9277413,318.6170988,91.29460979,72.75351614,Yes,54.6893575,-18.54109365,22.51071,20.7213373
Control,High Value,196.3799943,222.3660502,,100,Yes,25.9860559,100,0.6,13.23253725
Treatment,Low Value,110.7826952,168.5396081,49.8241653,54.86902473,Yes,57.7569129,5.04485943,12.5578,52.13532023
Treatment,Low Value,258.2566157,395.0494301,55.43405232,51.93255506,Yes,136.7928144,-3.50149726,13.90417,52.96778711
Control,High Value,204.7875464,249.3957206,81.91523266,68.66872878,No,44.6081742,-13.24650388,20.25966,21.78265963
Treatment,Low Value,170.7523379,261.5222764,57.35120769,66.77995274,No,90.7699385,9.42874505,14.36429,53.15882618
Treatment,Medium Value,187.9586866,301.0204416,81.1712607,88.21729402,Yes,113.061755,7.04603332,20.0811,60.15245001
Treatment,Low Value,,259.6731651,54.14785173,40.96593238,,259.6731651,-13.18191935,0,0
,Low Value,235.6420426,364.7429248,50.84504072,48.58708079,Yes,129.1008822,-2.25795993,12.80281,54.78686264
Control,,255.4550927,301.1349175,93.6437399,93.26088851,No,45.6798248,-0.38285139,23.0745,17.88174364
Treatment,,184.234749,279.7987049,,100,No,95.5639559,100,0.6,51.87075534
,Low Value,,207.2682905,56.30589346,45.62770203,Yes,207.2682905,-10.67819143,0,0
Control,Medium Value,222.6142344,253.1664875,60.63445276,55.9226182,No,30.5522531,-4.71183456,15.15227,13.72430347
,,85.11919029,100.1465447,88.15507154,,Yes,15.02735441,-88.15507154,21.75722,17.65448468
,Medium Value,216.8295496,337.004411,61.25716333,67.48120205,Yes,120.1748614,6.22403872,15.30172,55.42365495
Treatment,High Value,305.4822231,454.5992637,77.8425037,100,Yes,149.1170406,22.1574963,19.2822,48.8136557
Treatment,Low Value,184.8421619,296.0034201,61.26662268,50.47319867,Yes,111.1612582,-10.79342401,15.30399,60.13847547
,High Value,293.8024548,458.0407592,82.59436882,71.25773195,Yes,164.2383044,-11.33663687,20.42265,55.90092993
,Low Value,131.9789764,209.3795106,58.81476834,,No,77.4005342,-58.81476834,14.71554,58.64610888
Treatment,Low Value,280.8083477,441.6405225,57.16592355,63.61586578,Yes,160.8321748,6.44994223,14.31982,57.27471285
Control,High Value,292.5403098,355.534021,,100,No,62.9937112,100,0.6,21.53334398
Treatment,Medium Value,225.7539817,356.6704408,,98.32739909,No,130.9164591,98.32739909,0.6,57.99076416
,Medium Value,170.0145417,269.7079733,66.25090403,70.89370203,Yes,99.6934316,4.642798,16.50022,58.63817918
Control,Low Value,158.1536628,190.5744517,53.04523228,49.05435683,No,32.4207889,-3.99087545,13.33086,20.49954982
Control,High Value,,276.547604,76.46742066,90.82224795,No,276.547604,14.35482729,0,0
Control,Medium Value,264.037347,332.0448196,79.27678348,68.50929223,No,68.0074726,-10.76749125,19.62643,25.75676258
Control,,149.590357,172.7396775,,67.03378097,Yes,23.1493205,67.03378097,0.6,15.47514222
Treatment,,187.8810309,294.997051,63.79872968,56.46646894,No,107.1160201,-7.33226074,15.9117,57.01268488
Treatment,Low Value,225.2346045,355.5901844,55.45772522,61.42082757,No,130.3555799,5.96310235,13.90985,57.87546731
,High Value,,421.0174939,100,100,No,421.0174939,0,0,0
,Low Value,229.0817445,369.1539173,52.04254761,46.58849021,Yes,140.0721728,-5.4540574,13.09021,61.14506117
Treatment,Medium Value,145.5904537,230.3001883,74.42190705,70.88341638,No,84.7097346,-3.53849067,18.46126,58.1835776
Treatment,Medium Value,263.0964161,410.9034943,73.4413167,74.27623136,No,147.8070782,0.83491466,18.22592,56.17981438
Control,Medium Value,215.9619642,255.3940813,62.54150206,75.00424892,Yes,39.4321171,12.46274686,15.60996,18.258825
Treatment,Medium Value,156.7156774,249.1985837,52.79903327,55.35456149,No,92.4829063,2.55552822,13.27177,59.01318096
Control,High Value,,272.4412648,94.9421839,99.68369591,No,272.4412648,4.74151201,0,0
Control,High Value,115.5866447,,70.05998638,85.5017722,,-115.5866447,15.44178582,17.4144,-100
Treatment,,216.1484437,342.8808859,57.19974294,61.45833767,,126.7324422,4.25859473,14.32794,58.63213264
Control,Low Value,96.56432574,113.7849835,31.47024474,76,Yes,17.22065776,44.52975526,8.15286,17.8333537
,,,,53.18780063,56.13625017,No,0,2.94844954,0,0
Control,,,234.0049833,,100,No,234.0049833,100,0,0
Treatment,,162.3761557,243.2159395,73.80107973,83.30549697,No,80.8397838,9.50441724,18.31226,49.78550173
Control,,156.9599921,187.271605,60.16209989,,Yes,30.3116129,-60.16209989,15.0389,19.31168095
Treatment,Medium Value,,152.3691483,66.85396104,88.5888933,No,152.3691483,21.73493226,0,0
Treatment,Low Value,,186.4794453,,46.13299029,,186.4794453,46.13299029,0,0
Treatment,Low Value,177.170869,276.0399307,40.51541173,42.37818116,Yes,98.8690617,1.86276943,10.3237,55.80435557
Treatment,Low Value,176.4104553,282.3075886,50.74333361,42.75452592,No,105.8971333,-7.98880769,12.7784,60.02883056
Treatment,Low Value,224.8506859,338.4615454,40.45223937,,No,113.6108595,-40.45223937,10.30854,50.52724613
,Low Value,151.1582434,169.3952406,54.31642589,68.37194793,No,18.2369972,14.05552204,13.63594,12.06483801
Control,,181.4159776,207.5397448,72.5717039,87.81343131,Yes,26.1237672,15.24172741,18.01721,14.39992637
Control,Low Value,167.3633346,192.2451425,49.69736097,36.88435338,,24.8818079,-12.81300759,12.52737,14.86694081
Treatment,Medium Value,198.0618551,307.2467875,79.71501378,91.40556944,Yes,109.1849324,11.69055566,19.7316,55.1266837
,High Value,222.6094365,264.4734556,92.05813915,100,Yes,41.8640191,7.94186085,22.69395,18.80603974
Treatment,Low Value,168.6154334,263.5531027,47.74740071,61.81180537,No,94.9376693,14.06440466,12.05938,56.30425839
Treatment,Medium Value,230.193602,360.0095491,66.18267294,77.65583794,No,129.8159471,11.473165,16.48384,56.3942464
Control,,,431.164452,,100,No,431.164452,100,0,0
Control,High Value,185.5870258,210.6663327,66.07550024,70.69452151,No,25.0793069,4.61902127,16.45812,13.51350225
Treatment,High Value,245.4001689,,83.69111308,,,-245.4001689,-83.69111308,20.68587,-100
Control,,207.1143101,243.9096837,73.79131835,89.45441805,No,36.7953736,15.6630997,18.30992,17.76573216
Treatment,Low Value,229.7623356,365.4886945,49.44921769,49.92882299,Yes,135.7263589,0.4796053,12.46781,59.07250139
Treatment,Low Value,196.2620629,306.9573412,,22.50973213,No,110.6952783,22.50973213,0.6,56.4017705
Treatment,Medium Value,203.8462203,316.8969556,81.07598514,94.68511549,No,113.0507353,13.60913035,20.05824,55.4588332
Treatment,,130.5940648,194.9237971,69.29642914,64.31081446,No,64.3297323,-4.98561468,17.23114,49.25930776
